gene_symbol,ENSEMBL_ID,IBD,IBD.1,non.IBD,non.IBD.1,non.IBD.2,IBD.2,IBD.3,non.IBD.3,IBD.4,non.IBD.4
CCNDBP1,ENSG00000166946,1491.954642,1966.41726,2497.609154,1424.465427,1508.306474,1607.543025,1761.14163,1231.211618,1654.702194,2026.11493
EPB42,ENSG00000166947,0,0,7.197720905,0,4.082809481,0.852355793,0,2.771438644,4.412539185,1.789854179
TGM5,ENSG00000104055,1.43802857,0,0,1.497073491,0,5.114134758,0,0,0,0
TGM7,ENSG00000159495,0,0,0,0,0,0,0,0,0,0
LCMT2,ENSG00000168806,212.8282284,435.2167442,199.7367551,300.9117718,305.044194,380.1506837,312.8137887,388.0014102,363.2990596,246.9998766
ADAL,ENSG00000168803,162.4972284,181.0755797,251.9202317,288.1866471,382.6175742,205.4177461,157.9709633,234.1865654,204.4476489,325.7534605
ZSCAN29,ENSG00000140265,964.9171707,1162.695828,1606.891192,906.477999,1093.026424,964.8667576,1032.285503,862.610278,1063.421944,1211.731279
TUBGCP4,ENSG00000137822,628.4184852,400.2723341,442.6598356,388.490571,541.8471439,414.2449154,487.9895104,494.701798,383.8909091,476.1012115
TP53BP1,ENSG00000067369,2192.99357,1680.50845,2006.364702,2135.575335,2058.902495,2181.178474,1559.376737,1996.128683,1998.880251,2299.962619
MAP1A,ENSG00000166963,303.4240283,82.59587846,61.18062769,503.0166931,175.5608077,571.0783813,267.4557893,383.8442522,525.092163,105.6013965
PPIP5K1,ENSG00000168781,1225.919356,1080.099949,1857.011993,1313.681989,1778.938417,789.2814643,1096.412329,1336.526286,661.8808778,1682.462928
CKMT1B,ENSG00000237289,3472.119983,5198.775196,5718.589259,4435.080218,5342.647835,2419.838096,5406.986338,4232.679669,2340.116614,4241.954403
CKMT1B,ENSG00000223572,3472.119983,5198.775196,5718.589259,4435.080218,5342.647835,2419.838096,5406.986338,4232.679669,2340.116614,4241.954403
STRC,ENSG00000242866,10.06619999,15.88382278,44.98575566,23.95317586,27.41314937,2.557067379,23.46103415,22.86436881,10.29592477,34.00722939
CATSPER2,ENSG00000166762,53.2070571,76.24234935,107.9658136,80.09343178,86.32225759,37.50365489,35.9735857,45.03587797,44.12539185,91.28256311
CATSPER2P1,ENSG00000291053,26.60352855,15.88382278,32.38974407,24.70171261,23.33033989,16.19476007,3.128137887,19.40007051,17.65015674,32.21737521
PDIA3,ENSG00000167004,8531.104493,10943.9539,4113.497497,5196.342088,5724.098892,5100.497065,7859.446441,5143.097264,8288.219436,3252.165043
ELL3,ENSG00000128886,975.7023849,427.2748328,1576.300878,884.7704334,1058.030914,410.8354922,523.9630961,852.9102427,294.169279,1138.347258
SERF2,ENSG00000140264,10614.08888,11746.08695,12167.74719,10540.89445,11388.70542,8792.050004,11380.16563,10453.86657,12218.321,12246.18229
MIR1282,ENSG00000221792,10.06619999,11.11867595,25.19202317,17.21634515,19.83078891,7.671202136,4.692206831,7.621456271,10.29592477,19.68839596
SERINC4,ENSG00000184716,85.56269993,36.5327924,142.1549879,126.50271,115.4851824,52.84605916,79.76751612,105.3146685,52.95047022,229.1013349
MFAP1,ENSG00000140259,1114.472142,1318.357291,1130.042182,1120.559508,1028.284731,1278.533689,1179.307983,1182.711441,1192.856426,1039.905278
WDR76,ENSG00000092470,923.2143421,478.1030657,134.957267,355.5549542,655.5825509,395.4930879,473.9128899,505.7875525,339.7655173,229.1013349
FRMD5,ENSG00000171877,35.95071426,115.9519063,35.98860452,29.94146983,26.82989087,61.36961709,82.89565401,75.52170305,35.30031348,14.31883343
CTDSPL2,ENSG00000137770,1163.365113,1137.281711,1112.04788,1257.541733,1174.682613,1326.265614,974.4149518,993.5607539,1073.717868,1188.463175
EIF3J,ENSG00000104131,1317.953185,1899.705205,1160.632496,1515.78691,1289.584537,1955.304189,1476.481083,1664.248906,1959.167398,921.774902
SPG11,ENSG00000104133,5593.212124,4955.752708,7730.352252,4681.348807,5762.010694,4131.368528,4761.025864,4328.987162,3457.959875,6119.511437
PATL2,ENSG00000229474,82.68664279,54.00499745,82.77379041,33.68415355,42.5778703,102.2826952,86.0237919,33.25726373,91.19247649,100.231834
B2M,ENSG00000166710,137145.5038,204732.9453,104327.3657,68756.09424,61751.91013,126391.5788,105621.5758,70664.75683,200564.6144,108515.2791
TRIM69,ENSG00000185880,111.4472142,166.7801392,7.197720905,148.9588124,16.91449642,188.3706302,34.40951676,92.84319458,358.8865204,19.68839596
SORD,ENSG00000140263,1596.930727,2811.436632,484.0467309,870.5482352,883.6366233,703.1935292,1562.504875,872.3103132,931.0457681,674.7750253
DUOX2,ENSG00000140279,98857.99308,304724.7865,2996.051327,1743.342081,2850.384276,11344.8556,84121.88406,4440.537567,127522.3824,2401.984308
DUOXA2,ENSG00000140274,7065.75338,34139.1003,98.96866244,35.92976379,40.24483631,432.9967428,6298.505636,133.0290549,14405.46959,110.9709591
DUOXA1,ENSG00000140254,97.78594278,166.7801392,3.598860452,8.982440948,17.49775492,10.22826952,75.07530929,6.92859661,32.35862069,8.949270893
DUOX1,ENSG00000137857,3546.897469,9384.162499,196.1378947,202.1049213,186.0594606,516.5276105,2863.810236,234.8794251,4366.942947,157.5071677
SHF,ENSG00000138606,362.3831997,173.1336683,75.5760695,178.9002822,148.1476583,230.9884199,101.6644813,234.8794251,222.0978056,171.8260011
SLC28A2,ENSG00000137860,1402.79687,586.1130606,624.4022885,2131.832652,2249.628024,757.7442999,3417.490642,3143.504282,779.5485894,4735.954157
GATM,ENSG00000171766,373.8874283,271.6133695,185.3413133,253.00542,118.4014749,456.862705,189.2523422,138.5719322,504.5003135,112.7608133
C15orf48,ENSG00000166920,4355.069525,12062.17502,14334.26118,7743.612634,10954.76109,3049.729027,8580.482224,7623.53485,7630.751097,10943.16845
MIR147B,ENSG00000284386,0,0,0,0,0,0,0,0,0,0
SLC30A4,ENSG00000104154,616.9142567,454.2773315,1313.584065,659.4608729,917.4656161,501.1852062,594.3461985,573.6877993,589.8094044,995.1589233
SEMA6D,ENSG00000137872,1791.783599,1858.407265,4743.298076,1892.300893,2740.14842,1650.160815,1496.813979,1445.998113,673.6476489,3214.578105
SLC24A5,ENSG00000188467,0,0,0,2.245610237,6.999101967,2.557067379,0,1.385719322,1.470846395,0
MYEF2,ENSG00000104177,255.2500712,238.2573417,118.7623949,171.4149148,132.3996789,205.4177461,71.9471714,181.5292312,110.3134796,128.8695009
CTXN2,ENSG00000233932,0,0,0,4.491220474,0,0,0,0.692859661,0,0
SLC12A1,ENSG00000074803,4.314085711,0,7.197720905,0.748536746,0,0.852355793,1.564068944,0,0,0
DUT,ENSG00000128951,1012.372113,797.3679036,518.2359051,705.1216144,795.5645902,865.1411298,835.2128159,757.9884691,530.9755486,510.1084409
FBN1,ENSG00000166147,3210.398783,527.3429163,223.1293481,3407.339266,1931.168884,9559.170218,1396.713567,2659.888239,2088.601881,587.0721706
CEP152,ENSG00000103995,689.5346995,447.9238024,496.6427424,535.9523099,618.8372655,623.9244404,348.7873744,419.1800949,361.8282132,603.1808582
SHC4,ENSG00000185634,10.78521428,3.176764556,3.598860452,8.233904202,3.499550983,206.2701019,21.89696521,8.314315932,10.29592477,0
EID1,ENSG00000255302,2692.708498,2671.658992,1840.817121,2306.241713,1477.977032,3993.28689,2095.852384,1964.949999,3466.784953,1643.086136
SECISBP2L,ENSG00000138593,2346.143612,3310.188667,3622.253045,2569.726648,2740.731678,3328.449371,2640.148377,2262.879653,2937.280251,2579.179871
COPS2,ENSG00000166200,1732.824427,2006.126817,1489.928227,1733.611103,1449.397366,2556.215023,1709.527355,1721.756258,1959.167398,1224.260258
GALK2,ENSG00000156958,1628.567356,1350.124936,1061.663833,1122.056582,912.2162896,1300.69494,1190.256466,866.7674359,1348.766144,1011.267611
FGF7,ENSG00000140285,347.2838997,22.23735189,35.98860452,244.7715158,143.4815903,1763.524136,59.43461985,295.1582156,52.95047022,53.69562536
DTWD1,ENSG00000104047,296.9528998,308.1461619,320.2985803,325.6134844,278.7975617,346.9088077,179.8679285,274.3724258,273.5774295,232.6810432
ATP8B4,ENSG00000104043,136.6127142,174.7220506,120.5618252,148.2102756,135.8992299,275.3109211,319.0700645,204.3936,713.3605016,289.9563769
SLC27A2,ENSG00000140284,1038.975642,3259.360435,1299.188623,878.0336027,1440.06523,810.5903591,1707.963286,1335.833426,936.9291536,762.4778801
HDC,ENSG00000140287,54.64508567,133.4241114,19.79373249,273.2159122,67.07472718,48.5842802,398.8375806,153.8148447,726.5981191,130.659355
GABPB1,ENSG00000104064,659.3360995,762.4234935,451.6569868,698.3847837,492.2701717,988.7327198,631.8838532,622.1879756,906.0413793,472.5215031
USP8,ENSG00000138592,1926.23927,2474.699589,2985.254745,2277.797317,2332.45073,2174.359628,2037.981833,1946.935647,2115.077116,2353.658245
USP50,ENSG00000170236,0,6.353529112,1.799430226,1.497073491,1.166516994,5.114134758,1.564068944,3.464298305,2.94169279,0
TRPM7,ENSG00000092439,3198.894555,3041.752062,5670.004643,3470.96489,3662.280104,3544.947743,2647.968721,3337.504987,2628.402508,3257.534605
SPPL2A,ENSG00000138600,1625.691299,2671.658992,4210.666729,1690.944508,2355.78107,1541.911629,2275.720313,1538.841307,1719.419436,2357.237953
AP4E1,ENSG00000081014,736.9896423,976.855101,1041.870101,658.7123362,884.8031403,831.0468981,736.6764724,660.2952569,707.477116,832.282193
TNFAIP8L3,ENSG00000183578,124.3894713,31.76764556,161.9487204,190.1283334,321.9586905,119.329811,28.15324098,162.1291607,50.00877743,245.2100225
CYP19A1,ENSG00000137869,14.3802857,0,0,1.497073491,2.333033989,10.22826952,4.692206831,3.464298305,20.59184953,28.63766686
GLDN,ENSG00000186417,313.4902283,219.1967544,6391.576164,3217.210933,2162.722508,132.1151479,875.8786084,1587.341483,89.7216301,4220.476153
DMXL2,ENSG00000104093,2387.846441,2673.247374,6501.341407,3668.57859,4587.328081,2393.415067,3010.832716,2849.038926,4665.524765,4279.541341
SCG3,ENSG00000104112,24.44648569,9.530293668,12.59601158,56.14025592,18.08101341,22.16125062,37.53765465,40.87872,14.70846395,7.159416714
LYSMD2,ENSG00000140280,399.0529283,428.8632151,106.1663833,172.1634515,177.3105832,387.8218858,436.3752353,266.0581098,413.307837,162.8767303
TMOD2,ENSG00000128872,439.3177282,273.2017518,107.9658136,270.9703019,158.6463112,1525.716869,364.4280638,239.7294427,478.0250784,132.4492092
TMOD3,ENSG00000138594,5081.273953,8167.461674,7384.861648,4960.553013,6287.5266,5040.832159,6317.274463,4938.010804,4969.989969,5978.112957
LEO1,ENSG00000166477,1603.401856,2352.394154,1576.300878,1289.728813,1802.268756,1205.231091,1828.396595,1300.497584,1641.464577,1136.557403
MAPK6,ENSG00000069956,3532.517183,8408.89578,4444.592659,2685.749843,2852.134051,3028.420132,4357.496077,2692.452643,3425.601254,3037.382541
BCL2L10,ENSG00000137875,9.347185707,22.23735189,52.18347656,14.22219817,26.82989087,5.966490551,25.0251031,18.01435119,7.354231975,19.68839596
GNB5,ENSG00000069966,519.1283139,505.1055644,161.9487204,309.8942127,154.5635018,721.0930008,436.3752353,320.794023,626.5805643,166.4564386
MYO5C,ENSG00000128833,4268.068797,5119.356082,6665.089558,4167.8526,7093.006585,2499.959541,4770.410278,3891.099856,1972.405016,5018.751117
MIR1266,ENSG00000221052,4.314085711,1.588382278,0,0.748536746,2.333033989,0,0,0,0,0
MYO5A,ENSG00000197535,1706.939913,1227.819501,340.0923128,1807.716241,474.7724167,3329.301727,1270.023982,1221.511582,3624.165517,665.8257544
ARPP19,ENSG00000128989,4461.483639,6378.943229,4140.488951,4061.560382,4014.568236,6264.815078,5162.991583,4168.93658,5946.631975,3334.498335
ONECUT1,ENSG00000169856,0,0,0,0,0,1.704711586,0,0,0,0
WDR72,ENSG00000166415,30.91761426,69.88882023,131.3584065,69.61391735,37.32854382,25.57067379,139.202136,23.55722847,220.6269593,96.65212564
UNC13C,ENSG00000137766,0,3.176764556,0,38.92391077,6.415843469,1.704711586,1.564068944,5.542877288,0,46.53620864
RSL24D1,ENSG00000137876,1358.936999,1420.013757,1086.855857,1562.196188,1021.285629,1831.712599,1094.84826,1351.076339,1676.76489,1011.267611
RAB27A,ENSG00000069974,1939.900541,2536.646498,1313.584065,1256.044659,1058.030914,1595.610044,1925.36887,796.7886102,1491.438245,1653.825261
PIGB,ENSG00000069943,310.6141712,417.7445391,305.9031385,266.4790815,228.6373309,282.1297675,281.5324098,199.5435824,248.5730408,391.9780651
CCPG1,ENSG00000260916,4744.056253,6378.943229,4937.636541,4768.17907,3349.070291,4839.676192,2981.115406,3022.946701,6501.141066,2983.686916
MIR628,ENSG00000283891,0,1.588382278,3.598860452,0,0,2.557067379,0,0.692859661,0,0
PYGO1,ENSG00000171016,12.94225713,0,0,32.18708006,12.83168694,53.69841496,7.820344718,43.65015864,4.412539185,7.159416714
PRTG,ENSG00000166450,81.96762851,9.530293668,19.79373249,62.12854989,32.66247584,140.6387058,92.28006767,89.37889627,41.18369906,25.0579585
NEDD4,ENSG00000069869,739.1466851,648.0599694,552.4250794,523.975722,421.6958935,1449.857204,1260.639569,531.42336,686.8852665,374.0795233
RFX7,ENSG00000181827,1033.223528,765.600258,980.6894733,1029.238025,966.4593299,1171.989215,792.9829544,765.6099254,770.723511,671.195317
TEX9,ENSG00000151575,273.2254284,179.4871974,172.7453017,263.4849345,136.4824883,304.2910181,34.40951676,175.9863539,144.1429467,100.231834
MNS1,ENSG00000138587,164.6542713,112.7751417,39.58746498,118.2688058,87.48877458,80.97380033,82.89565401,65.12880813,51.47962383,46.53620864
ZNF280D,ENSG00000137871,1312.920085,1010.211129,1209.217112,1345.120532,1205.012055,1489.917926,911.8521941,1070.468176,1132.551724,1086.441486
TCF12,ENSG00000140262,4766.345696,2506.467235,3190.389791,3220.20508,3113.433858,3596.08909,2507.202517,3184.383002,2996.114107,3117.925979
CGNL1,ENSG00000128849,337.2176997,312.9113088,320.2985803,526.9698689,523.182872,479.0239556,184.5601353,448.9730603,66.18808778,388.3983568
POLR2M,ENSG00000255529,417.0282854,316.0880733,424.6655334,343.5783663,337.1234114,403.1642901,370.6843396,368.6013397,317.7028213,483.2606282
ALDH1A2,ENSG00000128918,52.48804282,1491.490959,59.38119747,110.7834384,152.2304678,92.90678143,559.9366818,102.5432298,763.369279,41.16664611
AQP9,ENSG00000103569,232.2416141,216.0199898,8.997151131,35.92976379,16.33123792,1152.385032,1191.820535,94.2289139,7841.082132,12.52897925
LIPC,ENSG00000166035,4.314085711,0,134.957267,35.18122705,23.33033989,17.04711586,15.64068944,9.007175593,22.06269593,110.9709591
ADAM10,ENSG00000137845,4355.069525,5224.189313,7338.076462,4079.525264,5565.45258,4744.212343,5122.32579,3503.098446,5624.516615,4666.149844
SLTM,ENSG00000137776,3212.555826,3745.405412,4244.855904,3643.128341,3579.457397,3965.159149,3667.741673,3027.796719,3316.758621,3783.751734
RNF111,ENSG00000157450,1056.950999,1108.69083,1473.733355,1100.349016,1167.683511,1207.788159,1094.84826,926.3533668,1153.143574,1138.347258
CCNB2,ENSG00000157456,834.0565708,533.6964454,268.1151037,336.8415355,618.2540071,475.6145325,753.8812308,355.4370061,314.7611285,345.4418565
MYO1E,ENSG00000157483,6520.021538,13645.79215,8998.950561,5060.108401,7092.423326,4027.381122,8779.11898,6875.246416,5630.4,6731.641566
MIR2116,ENSG00000253030,0.719014285,3.176764556,1.799430226,5.23975722,14.58146243,5.966490551,3.128137887,7.621456271,1.470846395,14.31883343
LDHAL6B,ENSG00000171989,40.98381425,123.8938177,156.5504297,67.36830711,110.235856,38.35601068,53.17834408,94.92177356,45.59623825,139.6086259
FAM81A,ENSG00000157470,240.1507712,158.8382278,163.7481506,160.9354003,190.1422701,152.5716869,270.5839272,139.2647919,77.95485894,80.54343804
GCNT3,ENSG00000140297,12877.54585,47622.87746,15383.329,7044.479313,16936.07698,7932.023009,20836.52647,11220.86221,16114.5931,12034.9795
GTF2A2,ENSG00000140307,855.6269993,1259.587146,1245.205717,885.5189701,1309.415326,845.5369466,999.4400549,913.1890332,819.261442,1050.644403
BNIP2,ENSG00000140299,1511.368027,1605.854483,1374.764693,1741.09647,1248.173184,2700.263152,1551.556392,1511.126921,2810.787461,1140.137112
FOXB1,ENSG00000171956,0,0,0,0,0,1.704711586,0,0,5.88338558,0
ANXA2,ENSG00000182718,11986.68715,21157.25194,7048.368196,7107.3564,10128.2838,6442.957439,12719.00865,8494.459444,13258.2094,5135.091638
RORA,ENSG00000069667,1519.277185,1488.314195,514.6370447,2392.323439,564.5942253,4312.920312,645.9604737,1619.213028,1937.104702,742.7894841
VPS13C,ENSG00000129003,9764.933007,8339.00696,6499.541977,5993.533722,5544.455275,9660.600557,7039.874315,6344.515916,8001.404389,5772.279726
C2CD4A,ENSG00000198535,570.1783281,1339.00626,1.799430226,60.6314764,29.74618336,486.6951578,351.9155123,62.35736949,544.2131662,12.52897925
C2CD4B,ENSG00000205502,290.4817712,447.9238024,16.19487204,166.1751575,106.1530465,496.9234273,203.3289627,300.0082332,283.8733542,35.79708357
MGC15885,ENSG00000259458,9.347185707,3.176764556,52.18347656,6.736830711,34.41225134,5.114134758,26.58917204,3.464298305,2.94169279,26.84781268
TLN2,ENSG00000171914,3655.468626,1747.220506,9673.736896,6136.504241,8652.056548,3065.923787,4649.976969,5894.157136,2256.27837,8192.162575
MIR190A,ENSG00000211137,0,0,0,0,1.166516994,0.852355793,0,0,0,0
TPM1,ENSG00000140416,7298.714009,10380.07819,8520.302121,6475.591387,9160.074699,5891.483241,9157.623664,6670.159957,4768.484013,9795.871919
LACTB,ENSG00000103642,568.7402996,991.1505415,766.5572764,862.314331,755.3197539,792.6908874,1007.2604,782.2385573,1832.674608,705.2025464
RPS27L,ENSG00000185088,1713.411042,2566.825761,1736.450168,1769.540867,1852.428987,1632.261343,2059.878799,1618.520168,2297.462069,1564.332552
RAB8B,ENSG00000166128,2152.009755,2369.866359,825.9384738,2450.709305,898.8013442,5143.114855,1976.983145,2351.565689,4422.83511,1127.608133
APH1B,ENSG00000138613,368.8543283,287.4971923,116.9629647,268.7246917,142.8983318,426.1778965,239.3025484,213.4007756,479.4959248,161.0868761
CA12,ENSG00000074410,6402.103195,15102.3387,31378.46428,9839.515522,16450.22266,9104.86458,11047.01895,16717.3179,4721.416928,22777.68428
USP3,ENSG00000140455,1385.540527,1691.627126,1936.186923,1694.687192,1536.302882,1568.334659,1263.767706,1581.798606,1891.508464,1376.397863
FBXL22,ENSG00000197361,40.98381425,23.82573417,17.99430226,36.67830054,15.74797942,24.718318,17.20475838,40.18586034,29.4169279,41.16664611
HERC1,ENSG00000103657,5799.569224,4152.031275,5232.743098,5440.365067,5003.191389,7307.246213,4268.344147,4933.853646,5611.278997,5355.243702
MIR422A,ENSG00000199156,0,0,0,0,0,0,0,0,0,0
DAPK2,ENSG00000035664,660.774128,1421.602139,1077.858706,556.162802,1174.682613,376.7412605,800.8032991,647.823783,379.4783699,1179.513904
SNX1,ENSG00000028528,2850.172626,2242.795777,3104.01714,2545.024935,2771.06112,2770.156327,2577.585619,2403.530164,2354.825078,2804.701498
SNX22,ENSG00000157734,801.7009279,230.3154303,147.5532785,88.32733599,98.57068603,532.7223706,511.4505445,129.5647566,301.523511,89.49270893
PPIB,ENSG00000166794,5708.973424,6439.301755,2155.717411,3941.794503,3429.559964,5392.855102,4942.457862,3460.141147,6842.37743,2231.948161
CSNK1G1,ENSG00000169118,1468.22717,2039.482845,1704.060424,1482.102756,1550.301086,1792.504233,1639.144253,1125.896949,1863.562382,1456.941301
TRIP4,ENSG00000103671,788.7586708,1176.991268,849.3310668,553.9171918,834.6429095,555.735977,832.084678,571.6092203,782.4902822,898.5067977
ZNF609,ENSG00000180357,2849.453612,2541.411645,2695.546479,3030.076746,3001.448227,2969.607583,2430.563138,2653.652502,3152.023825,2489.687162
OAZ2,ENSG00000180304,985.0495707,806.8981972,717.9726603,693.8935632,703.4097476,1150.68032,885.263022,726.1169247,1747.365517,649.7170668
RBPMS2,ENSG00000166831,8.628171422,0,3.598860452,18.71341864,4.082809481,16.19476007,6.256275774,15.24291254,5.88338558,0
MIR1272,ENSG00000221033,0,0,0,0,0,0,0,0,0,0
PIF1,ENSG00000140451,266.7542998,158.8382278,28.79088362,96.56124019,75.24034614,212.2365924,225.2259279,110.1646861,172.0890282,53.69562536
PLEKHO2,ENSG00000241839,1102.967913,935.5571618,295.1065571,943.9048363,358.1207173,2165.83607,1539.04384,848.0602251,4743.479624,452.8331072
ANKDD1A,ENSG00000166839,49.61198568,130.2473468,19.79373249,64.37416013,44.32764579,94.61149302,35.9735857,84.52887864,180.9141066,30.42752104
SPG21,ENSG00000090487,1526.467327,1669.389774,1583.498599,1379.553222,1797.602688,1521.45509,1625.067632,1547.848483,1820.907837,1116.869007
MTFMT,ENSG00000103707,337.2176997,393.918805,462.4535681,366.7830054,455.5248863,348.6135193,373.8124775,398.3943051,382.4200627,370.499815
RASL12,ENSG00000103710,245.9028855,52.41661518,59.38119747,204.3505316,194.8083381,636.7097773,96.9722745,346.4298305,147.0846395,60.85504207
KBTBD13,ENSG00000234438,2.876057141,3.176764556,0,9.730977693,2.333033989,0,0,20.78578983,0,10.73912507
UBAP1L,ENSG00000246922,17.25634284,12.70705822,8.997151131,37.42683728,3.499550983,20.45653903,21.89696521,29.79296542,10.29592477,21.47825014
PDCD7,ENSG00000090470,594.6248138,638.5296758,550.6256492,681.9169753,535.4313004,773.0867042,597.4743364,617.337958,658.939185,556.6446495
CLPX,ENSG00000166855,1127.414399,1207.170531,1349.57267,1168.46586,1355.492748,1166.022725,1102.668605,988.7107363,1142.847649,1183.093612
CILP,ENSG00000138615,151.7120142,3.176764556,23.39259294,245.5200526,104.9865295,819.113917,9.384413661,63.05022915,16.17931035,68.01445879
PARP16,ENSG00000138617,285.4486712,303.3810151,460.6541379,340.5842193,310.2935205,369.0700583,261.1995136,289.6153383,292.6984326,424.1954403
RNU5A-1,ENSG00000199568,158.902157,184.2523443,116.9629647,234.2920014,235.0531744,209.6795251,150.1506186,151.0434061,282.4025078,189.7245429
RNU5B-1,ENSG00000200156,106.4141142,144.5427873,125.9601158,222.3154135,199.474406,194.3371208,153.2787565,159.357722,323.5862069,134.2390634
IGDCC3,ENSG00000174498,2.876057141,0,0,2.994146983,9.332135955,3.409423172,0,9.700035254,2.94169279,3.579708357
IGDCC4,ENSG00000103742,164.6542713,6.353529112,14.39544181,217.824193,86.90551609,546.3600633,67.25496457,221.0222319,60.3047022,17.89854179
DPP8,ENSG00000074603,1605.558899,1678.920068,2078.341911,1501.564712,1711.280431,1438.776578,1454.584118,1250.611688,1362.003762,1378.187718
SLC24A1,ENSG00000074621,290.4817712,200.136167,404.8718009,320.3737271,288.1296976,330.7140477,303.429375,184.3006698,241.2188088,261.3187101
DENND4A,ENSG00000174485,2054.223813,1494.667724,1776.037633,2386.335145,1250.506218,3306.288121,1485.865496,2707.695555,2868.15047,1301.223988
RAB11A,ENSG00000103769,5445.095181,9137.963246,7840.117496,5725.557567,7221.906713,4543.908732,7692.091064,5692.534975,5021.469593,5997.801352
MEGF11,ENSG00000157890,53.2070571,54.00499745,30.59031385,42.6665945,36.16202683,28.12774117,18.76882732,27.02152678,23.53354232,44.74635446
MIR4311,ENSG00000263512,0,0,0,0,0,0,0,0,0,0
DIS3L,ENSG00000166938,887.2636279,624.2342353,789.9498693,708.8642981,891.8022422,1010.89397,922.8006767,918.7319105,782.4902822,708.7822547
TIPIN,ENSG00000075131,176.8775141,117.5402886,75.5760695,102.5495342,135.3159714,144.048129,132.9458602,137.1862129,95.60501568,82.33329222
SCARNA14,ENSG00000252712,2.157042855,0,0,1.497073491,0,0,0,1.385719322,4.412539185,0
MAP2K1,ENSG00000169032,1332.33347,1790.106827,843.9327761,1047.951444,1062.696982,1322.856191,1310.689775,1159.154213,2462.196865,902.086506
SNAPC5,ENSG00000174446,166.8113142,157.2498455,111.564674,151.9529594,144.6481073,188.3706302,150.1506186,157.9720027,195.6225705,139.6086259
RPL4,ENSG00000174444,13175.21776,11150.44359,5513.454213,10983.27967,8349.928646,13809.0162,9919.32524,12170.77281,11087.24013,6466.743147
SNORD18C,ENSG00000199574,2.157042855,6.353529112,16.19487204,5.988293965,6.999101967,22.16125062,3.128137887,10.39289492,17.65015674,5.369562536
SNORD18B,ENSG00000202529,6.471128566,3.176764556,3.598860452,13.47366142,7.582360464,9.375913722,1.564068944,10.39289492,4.412539185,7.159416714
SNORD16,ENSG00000199673,12.94225713,19.06058734,17.99430226,14.97073491,16.91449642,25.57067379,6.256275774,18.70721085,35.30031348,5.369562536
SNORD18A,ENSG00000200623,3.595071426,3.176764556,12.59601158,9.730977693,6.415843469,6.818846344,1.564068944,2.078578983,4.412539185,5.369562536
ZWILCH,ENSG00000174442,670.840328,573.4060024,311.3014291,436.3969227,528.4321985,629.0385752,636.57606,437.8873058,363.2990596,356.1809815
LCTL,ENSG00000188501,3.595071426,1.588382278,0,1.497073491,2.916292486,2.557067379,3.128137887,2.078578983,0,0
SMAD6,ENSG00000137834,230.8035855,196.9594025,127.7595461,236.5376116,318.4591395,349.4658751,215.8415142,388.0014102,236.8062696,229.1013349
SMAD3,ENSG00000166949,2010.363941,3361.0169,4565.154484,1948.441149,2516.177157,2088.271693,2280.41252,2722.938468,1588.514107,3454.418565
AAGAB,ENSG00000103591,2001.73577,2949.62589,3120.212012,2228.393892,2898.211473,2335.454873,2776.222375,2585.059395,2125.373041,2437.781391
IQCH,ENSG00000103599,23.72747141,41.29793923,79.17492995,70.36245409,66.49146868,39.20836648,59.43461985,49.88589559,42.65454546,66.22460461
C15orf61,ENSG00000189227,86.28171422,42.88632151,53.98290679,97.30977693,86.32225759,63.07432868,90.71599873,44.3430183,60.3047022,82.33329222
MAP2K5,ENSG00000137764,430.6895568,416.1561568,831.3367645,430.4086288,463.6905053,280.4250559,492.6817172,338.8083742,291.2275862,488.6301908
SKOR1,ENSG00000188779,10.06619999,6.353529112,7.197720905,11.22805118,4.082809481,5.114134758,9.384413661,5.542877288,17.65015674,5.369562536
RNU6-1,ENSG00000206625,19.4133857,27.00249873,37.78803475,28.44439633,28.57966636,30.68480855,17.20475838,39.49300068,14.70846395,34.00722939
PIAS1,ENSG00000033800,1161.208071,1116.632741,1142.638194,1242.570998,1083.111029,1218.868784,1062.002813,995.6393329,1476.729781,1138.347258
CALML4,ENSG00000129007,4513.252668,7277.967598,6299.805222,3765.139831,5231.82872,2745.438009,6792.751422,3517.648499,3577.098433,5899.359373
CLN6,ENSG00000128973,1118.067213,732.2442302,556.0239399,1088.372428,1252.255994,850.6510814,974.4149518,1199.340073,822.2031348,775.0068593
FEM1B,ENSG00000169018,1230.952456,1489.902577,1910.9949,1506.055932,1717.696274,1500.998551,1417.046463,1505.584043,1348.766144,1804.173012
ITGA11,ENSG00000137809,181.1915999,6.353529112,21.59316271,86.08172575,62.4086592,1131.928493,39.10172359,142.7290902,125.0219436,35.79708357
CORO2B,ENSG00000103647,24.44648569,73.06558479,5.398290679,23.20463912,9.915394453,42.61778965,6.256275774,35.33584271,14.70846395,7.159416714
ANP32A,ENSG00000140350,2288.62247,1942.591526,1950.582365,2020.300677,2715.068305,2058.43924,2194.388728,2208.14374,1860.62069,1763.006366
MIR4312,ENSG00000265195,0,3.176764556,0,4.491220474,0.583258497,1.704711586,0,2.771438644,1.470846395,3.579708357
NOX5,ENSG00000290203,0,0,1.799430226,2.994146983,0.583258497,0,0,3.464298305,1.470846395,0
SPESP1,ENSG00000258484,2.876057141,47.65146834,52.18347656,4.491220474,2.333033989,23.01360641,0,9.700035254,0,21.47825014
